ts,temp,hum,light,airq,pm25,pm10
641,1533192805,23.4,66.6,863.2,0,13,14
642,1533193103,23.5,66.8,875,0,13,14
643,1533193403,23.5,66.3,873.7,25,13,14
644,1533193701,23.5,66.2,877.6,25,13,14
645,1533193999,23.5,66.1,873.7,25,13,14
646,1533194298,23.5,65.9,875,25,13,14
647,1533194597,23.6,65.9,871,25,13,14
648,1533194895,23.8,66.3,867.1,25,13,14
649,1533195194,23.9,65.6,863.2,39.6,13,14
650,1533195492,24.1,65.8,863.2,56.8,13,14
651,1533195791,24.2,65.3,865.8,83,13,14
652,1533196090,24.3,64.8,863.2,98.6,13,14
653,1533196389,24.3,64.8,857.9,100.4,15,16
654,1533196687,24.4,64.5,857.9,114.6,15,16
655,1533196985,24.4,64.3,856.6,115.9,15,16
656,1533197285,24.4,64.7,855.3,125.4,15,16
657,1533197583,24.2,65,855.3,126,15,16
658,1533198179,24,65.7,855.3,122.9,15,16
659,1533198179,23.8,66.1,852.7,120.3,12,13
660,1533198477,23.6,66.7,852.7,110.9,12,13
661,1533198776,23.7,66.7,854,109,12,13
662,1533199074,23.9,66.7,850,103.8,12,13
663,1533199373,23.9,66.5,854,109.5,12,13
664,1533199970,24,66.2,852.7,113.2,12,13
665,1533199970,23.8,66.2,850,105.1,14,15
666,1533200268,23.7,66.4,850,90.7,14,15
667,1533200566,23.8,66.4,854,90,14,15
668,1533200864,23.9,66.2,854,88,14,15
669,1533201163,23.9,66.1,850,85.6,14,15
670,1533201462,24,66,855.3,87.8,14,15
671,1533201761,23.7,66.5,854,84,14,15
672,1533202059,23.6,66.9,854,72.4,14,15
673,1533202357,23.6,66.8,850,48.2,14,15
674,1533202656,23.9,67.1,851.4,43.2,14,15
675,1533202955,24.2,66.9,847.4,39.8,14,15
676,1533203254,24.4,66.8,844.8,53.5,14,15
677,1533203552,24.5,66.5,842.2,61.6,12,13
678,1533203852,24.6,66.4,844.8,68.6,12,13
679,1533204150,24.7,65.9,844.8,83.2,12,13
680,1533204449,24.8,65.7,842.2,83.5,12,13
681,1533204747,24.9,65.4,842.2,80.3,12,13
682,1533205046,24.9,65.1,843.5,78.6,12,13
683,1533205345,25,65,842.2,86.2,11,12
684,1533205643,25.1,65,842.2,97,11,12
685,1533205942,25.2,64.9,839.6,100.6,11,12
686,1533206240,25.2,64.7,837,97,11,12
687,1533206539,25.3,64.4,839.6,108.3,11,12
688,1533206838,25.3,64.3,837,98.6,11,12
689,1533207137,25.3,63.9,840.9,103.5,10,11
690,1533207435,25.3,63.6,839.6,98.3,10,11
691,1533207733,25.3,63.6,840.9,97.1,10,11
692,1533208033,25.3,63.5,839.6,87.5,10,11
693,1533208331,25.3,63.4,843.5,78.4,10,11
694,1533208630,25.3,63.4,837,73,10,11
695,1533208927,25.3,63.2,838.3,71.6,12,13
696,1533209226,25.3,63,839.6,68.2,12,13
697,1533209525,25.3,63.1,837,56.8,12,13
698,1533209824,25.3,63,834.3,54.8,12,13
699,1533210122,25.3,62.8,834.3,50,12,13
700,1533210420,25.3,62.9,831.7,43.8,12,13
701,1533210720,25.3,62.7,831.7,43.9,12,13
702,1533211019,25.3,62.7,834.3,41.7,12,13
703,1533211317,25.3,62.8,835.6,44.9,12,13
704,1533211615,25.4,62.7,829.1,47.3,12,13
705,1533211915,25.5,62.6,829.1,66.4,12,13
706,1533212213,25.5,62.4,826.5,83.9,12,13
707,1533212512,25.5,62,829.1,94.2,11,12
708,1533212810,25.5,61.8,827.8,98,11,12
709,1533213109,25.6,61.7,821.3,108,11,12
710,1533213408,25.6,61.6,823.9,110.1,11,12
711,1533213706,25.6,61.7,821.3,107.5,11,12
712,1533214005,25.6,61.5,823.9,118.6,11,12
713,1533214304,25.6,61.2,821.3,121,9,10
714,1533214603,25.6,61.2,826.5,115.5,9,10
715,1533214901,25.6,61.2,825.2,110.8,9,10
716,1533215199,25.6,61.3,825.2,115.6,9,10
717,1533215498,25.6,61.3,821.3,114.6,9,10
718,1533215796,25.7,61.2,823.9,125.1,9,10
719,1533216096,25.8,61.1,821.3,121.9,9,10
720,1533216394,25.8,61.3,825.2,126.2,9,10
721,1533216692,25.8,61.3,822.6,134.8,9,10
722,1533216991,25.8,61.2,821.3,126.5,9,10
723,1533217289,25.7,61.4,823.9,120.4,9,10
724,1533217589,25.6,62,821.3,120.7,9,10
725,1533217888,25.7,62.2,821.3,107.3,11,12
726,1533218186,25.7,61.8,823.9,102.8,11,12
727,1533218484,25.6,61.6,827.8,93.8,11,12
728,1533218785,25.6,61.5,823.9,76.6,11,12
729,1533219083,25.6,61.7,823.9,73.8,11,12
730,1533219381,25.5,62.4,825.2,64.8,11,12
731,1533219679,25.6,62.6,825.2,62,10,11
732,1533219977,25.6,62.8,823.9,66.7,10,11
733,1533220277,25.7,62.9,823.9,78,10,11
734,1533220576,25.7,62.8,826.5,98.1,10,11
735,1533220873,25.8,62.8,823.9,99,10,11
736,1533221172,25.8,63,826.5,110.3,10,11
737,1533283671,22.7,68.9,286.1,67.4,11,12
738,1533283671,23.1,66.9,847.4,94.5,11,12
739,1533283671,23.3,66.5,837,140.4,11,12
740,1533283671,23.5,66.4,838.3,170.8,11,12
741,1533283671,23.7,66,834.3,195,11,12
742,1533283671,23.8,65.7,829.1,163.4,11,12
743,1533283671,23.9,65.3,826.5,150,12,13
744,1533283671,24,65.2,823.9,126.2,12,13
745,1533283671,24.2,65.1,837,117.9,12,13
746,1533283671,24.3,64.7,837,111.8,12,13
747,1533283671,24.4,64.5,821.3,104.9,12,13
748,1533283671,24.5,64.4,829.1,87.7,12,13
749,1533283671,24.5,64,809.5,88.7,11,12
750,1533283968,24.5,63.6,837,79.5,11,12
751,1533284266,24.4,63.5,834.3,47.5,11,12
752,1533284564,24.4,63.4,817.3,25.7,11,12
753,1533284863,24.4,63.6,812.1,25,11,12
754,1533285162,24.5,64.3,829.1,25,11,12
755,1533285460,24.6,63.9,829.1,30.3,11,12
756,1533285759,24.6,63.6,831.7,44.8,11,12
757,1533286057,24.7,63.1,830.4,61.4,11,12
758,1533286357,24.7,62.9,826.5,69.9,11,12
759,1533286655,24.8,62.9,817.3,69.2,11,12
760,1533286954,24.8,62.7,823.9,74.1,11,12
761,1533287252,24.8,62.7,826.5,79.1,10,11
762,1533287551,24.9,62.7,826.5,77.4,10,11
763,1533287850,24.9,62.5,829.1,74.8,10,11
764,1533288148,24.9,62.4,826.5,75.9,10,11
765,1533288447,25,62.5,834.3,75.9,10,11
766,1533288746,25,62.4,829.1,68.1,10,11
767,1533289047,24.9,62.4,829.1,69.6,11,12
768,1533289343,24.9,62.5,833,57.4,11,12
769,1533289641,24.9,62.6,827.8,49.7,11,12
770,1533289940,24.9,62.6,825.2,50.3,11,12
771,1533290240,25,62.5,821.3,49.5,11,12
772,1533299184,25,62.3,830.4,49.7,11,12
773,1533299184,25,62,826.5,52.6,10,11
774,1533299184,25.1,61.8,821.3,58.1,10,11
775,1533299184,25.1,61.8,825.2,54.7,10,11
776,1533299184,25.2,61.8,823.9,52.7,10,11
777,1533299184,25.2,62,827.8,57.1,10,11
778,1533299184,25.2,62.1,825.2,52.4,10,11
779,1533299184,25.2,62.2,826.5,56,12,13
780,1533299184,25.1,62.2,797.8,60.5,12,13
781,1533299184,25.2,62.3,795.2,57.2,12,13
782,1533299184,25.2,62.3,796.5,61.6,12,13
783,1533299184,25.2,62.4,810.8,48.1,12,13
784,1533299184,25.2,62.3,808.2,55.2,12,13
785,1533299184,25.1,62.4,787.3,37.4,11,12
786,1533299184,25.1,62.3,784.7,36.9,11,12
787,1533299184,25,62.4,774.3,25,11,12
788,1533299482,24.8,62.1,882.8,35.2,11,12
789,1533299781,24.8,61.9,917,39,7,8
790,1533300079,24.8,61.6,935.5,47.6,7,8
791,1533300377,24.8,61.4,987.1,57,7,8
792,1533300675,24.8,61.4,1024.2,64.3,7,8
793,1533300975,24.8,61.7,1068.1,62.9,7,8
794,1533301273,24.8,62.3,1100.2,67.3,7,8
795,1533301572,24.8,62.9,1101.5,54.9,6,7
796,1533301870,24.9,63,1082.8,61.6,6,7
797,1533302169,24.9,63.3,992.4,57.7,6,7
798,1533302468,25,63.6,1049.5,70.7,6,7
799,1533302766,25,64.3,921,76.9,6,7
800,1533303064,25.1,64.8,860.5,78.1,6,7
801,1533303364,25.1,64.8,831.7,82.9,10,11
802,1533303662,25.1,64.9,810.8,87.4,10,11
803,1533303960,25.1,65.2,795.2,92.7,10,11
804,1533304259,25.2,64.6,788.6,94.7,10,11
805,1533304557,25.3,64.6,782.1,104.2,10,11
806,1533304856,25.3,64.3,792.5,116.2,10,11
807,1533305156,25.3,63.8,789.9,116.7,8,9
808,1533305453,25.2,63.7,787.3,121,8,9
809,1533305752,25.2,63.8,789.9,107.9,8,9
810,1533306051,25.1,63.9,796.5,104.7,8,9
811,1533306350,25.1,63.7,800.4,100.9,8,9
812,1533306648,25.1,63.6,808.2,92.7,8,9
813,1533306948,25.1,63.7,818.6,86.2,10,11
814,1533307246,25.1,63.8,816,78.2,10,11
815,1533307544,25.1,63.9,830.4,72.1,10,11
816,1533307843,25,63.9,837,67,10,11
817,1533308142,25,63.9,856.6,67.5,10,11
818,1533308440,25,64,868.4,56.5,10,11
819,1533308738,24.9,64.3,873.7,49.1,9,10
820,1533309037,24.9,64.6,868.4,51.6,9,10
821,1533309336,24.9,64.6,865.8,35.7,9,10
822,1533309635,24.9,64.7,868.4,29.3,9,10
823,1533309933,24.9,65,881.5,26.1,9,10
824,1533310231,24.9,65,896,33.4,9,10
825,1533310535,24.9,65,892,36.7,9,10
826,1533310830,24.9,64.7,892,27.2,9,10
827,1533311128,24.9,64.7,889.4,25,9,10
828,1533311426,24.8,64.7,889.4,34.4,9,10
829,1533544503,24.3,65.1,119.5,67.4,12,13
830,1533544503,24.6,63.8,494.1,94.5,12,13
831,1533544503,24.7,63.3,494.1,175.6,11,12
832,1533544800,24.7,63.1,494.1,276.3,10,11
833,1533545694,24.8,63.1,491.6,250,10,11
834,1533545694,24.9,62.9,491.6,204.4,10,11
835,1533545694,25,62.5,492.9,177.5,11,12
836,1533545991,25,62.1,499.2,153.3,10,11
837,1533546006,25.2,61,495.4,153.3,9,10
838,1533546291,25.1,62,491.6,134,10,11
839,1533546589,25.1,62,491.6,125.2,10,11
840,1533546888,25.1,62,491.6,102.6,11,12
841,1533547186,25.1,62,489.1,93.9,11,12
842,1533547485,25.2,61.7,491.6,82.2,11,12
843,1533547784,25.2,61.7,494.1,74.5,11,12
844,1533548083,25.2,61.8,489.1,65.6,11,12
845,1533548380,25.2,61.6,490.3,57.3,9,10
846,1533548680,25.1,61.8,494.1,49.6,11,12
847,1533548978,25.1,61.8,490.3,43,10,11
848,1533549276,25.1,62.1,199.9,27.2,10,11
849,1533549576,25.1,62.3,489.1,25,10,11
850,1533549874,25.1,62.6,489.1,25,11,12
851,1533550173,25.1,62.8,490.3,35.7,11,12
852,1533550471,25.1,62.8,490.3,38.9,11,12
853,1533550770,25.2,63.2,487.8,35.6,11,12
854,1533551068,25.2,63.3,490.3,31.5,12,13
855,1533551366,25.2,63.4,489.1,42.6,11,12
856,1533551665,25.2,63.3,490.3,49,11,12
857,1533551964,25.2,63.4,486.5,49.4,10,11
858,1533552262,25.2,63.3,486.5,51.7,10,11
859,1533552561,25.2,63.3,490.3,49.5,13,14
860,1533552860,25.2,63.3,486.5,54.8,11,12
861,1533553158,25.2,63.2,484,45.2,10,11
862,1533553457,25.2,63.1,487.8,47.6,10,11
863,1533553755,25.3,63.6,482.7,39.2,11,12
864,1533554054,25.4,63.5,487.8,49.2,11,12
865,1533554353,25.4,63.3,487.8,49.1,11,12
866,1533554651,25.3,63.5,485.3,36.1,11,12
867,1533554949,25.3,63.6,484,25.5,11,12
868,1533555248,25.3,63.6,485.3,25,10,11
869,1533555547,25.3,63.6,484,25,11,12
870,1533555845,25.3,63.5,35.5,25,11,12
871,1533556144,25.3,63.3,34.9,25,11,12
872,1533556442,25.3,63.3,34.9,25,11,12
873,1533556740,25.3,63.2,35.4,25,10,11
874,1533557040,25.2,63.4,35.5,25,11,12
875,1533557338,25.2,63.4,35.7,25,11,12
876,1533557636,25.2,63.4,34.9,25,10,11
877,1533557935,25.2,63.4,34.9,25,11,12
878,1533558235,25.2,63.7,34.6,25,10,11
879,1533558532,25.2,63.9,34.6,25,11,12
880,1533558831,25.2,64.2,486.5,26.2,11,12
881,1533559129,25.3,65.3,486.5,25,11,12
882,1533559428,25.4,65.4,484,28.4,11,12
883,1533559727,25.5,65.8,484,45.7,10,11
884,1533560026,25.5,64.8,476.4,62.9,11,12
885,1533560327,25.5,64.6,482.7,77.3,11,12
886,1533560622,25.4,64.3,484,80.6,12,13
887,1533560877,25.3,64.6,54.8,80.6,10,11
888,1533560895,25.3,65.3,486.5,80.6,11,12
889,1533560925,25.3,64.9,484,88.3,10,11
890,1533561220,25.3,64.7,484,87,10,11
891,1533561518,25.2,65.1,481.5,91.5,9,10
892,1533561817,25.1,65.5,485.3,88,10,11
893,1533562116,24.9,65.7,478.9,88.5,10,11
894,1533562415,24.8,65.8,476.4,91,11,12
895,1533562713,24.7,66,475.1,97.1,10,11
896,1533563011,24.7,66,477.7,95.4,10,11
897,1533563309,24.6,66.2,471.3,92.5,12,13
898,1533563609,24.6,66.2,470.1,89.8,9,10
899,1533563907,24.5,66.2,468.8,93.2,9,10
900,1533564205,24.5,67.2,466.3,90.7,11,12
901,1533564504,24.5,67.9,466.3,88.8,13,14
902,1533564803,24.6,67.9,467.5,94.7,11,12
903,1533565102,24.7,67.6,463.7,106.9,10,11
904,1533565417,24.8,67.4,463.7,100.6,11,12
905,1533565697,24.9,67.3,463.7,111.5,10,11
906,1533565995,25,66.4,463.7,123.5,11,12
907,1533566295,24.9,66.1,465,121,10,11
908,1533566593,24.9,66.1,465,112.4,10,11
909,1533566892,24.9,66.1,461.2,105.3,10,11
910,1533567190,24.9,66,462.5,108.3,12,13
911,1533567489,25,65.8,462.5,108.8,11,12
912,1533567787,25,65.7,461.2,113.8,10,11
913,1533568383,25,65.3,465,111.5,12,13
914,1533568383,25.1,64.7,465,113.2,11,12
915,1533568682,25.1,64.7,461.2,108,11,12
916,1533568982,25,65.1,467.5,105.6,11,12
917,1533569279,25,65.2,461.2,105,10,11
918,1533569577,25.1,65.5,465,102.5,9,10
919,1533713076,24.2,65.3,272.8,67.4,9,10
920,1533713076,24.4,63.3,730.1,94.5,9,10
921,1533713076,24.4,63.1,735.3,171.4,9,10
922,1533713076,24.4,63.2,735.3,223.4,9,10
923,1533713076,24.3,63.5,737.9,250,9,10
924,1533713076,24.2,63.4,736.6,191.6,9,10
925,1533713076,24.1,63.6,735.3,145.6,7,8
926,1533713076,24.1,63.5,727.5,122.6,7,8
927,1533713076,24,63.9,732.7,89.8,7,8
928,1533713386,23.9,62.9,732.7,69.7,7,8
929,1533713683,23.7,63.2,732.7,50.7,7,8
930,1533714045,23.5,63.6,728.8,29.2,7,8
931,1533714263,23.5,65.1,727.5,25,9,10
932,1533714561,23.7,65.7,712,25,9,10
933,1533714860,23.9,65,715.9,47.5,9,10
934,1533715158,24.1,65.3,712,72.5,9,10
935,1533715459,24.3,65,709.4,94.7,9,10
936,1533715772,24.4,64.8,709.4,116.1,9,10
937,1533716053,24.5,64.7,706.8,130.7,8,9
938,1533716352,24.7,64.6,708.1,131.9,8,9
939,1533716651,24.8,64.1,704.2,139.6,8,9
940,1533716949,25,65.1,642.3,135.3,8,9
941,1533717247,25.1,64.2,644.9,154,8,9
942,1533717546,25.2,63.9,644.9,150,8,9
943,1533717845,25.3,63.9,644.9,161.6,8,9
944,1533718143,25.4,63.3,642.3,146.9,8,9
945,1533718442,25.4,63.2,644.9,152.6,8,9
946,1533718741,25.5,63,644.9,151.8,8,9
947,1533719039,25.6,62.7,648.7,145.4,8,9
948,1533719338,25.6,62.3,644.9,135.5,8,9
949,1533719636,25.7,62,644.9,130.5,10,11
950,1533719935,25.7,62,642.3,124.4,10,11
951,1533720234,25.8,61.8,642.3,117.7,10,11
952,1533720532,25.8,61.2,644.9,118.5,10,11
953,1533720831,25.8,61.2,642.3,117.5,10,11
954,1533721129,25.8,61.5,646.2,115.5,10,11
955,1533721430,25.9,61.4,642.3,112.2,8,9
956,1533721728,26,61.2,646.2,108.4,8,9
957,1533722026,26,61.3,646.2,120.5,8,9
958,1533722324,26,60.8,644.9,107.8,8,9
959,1533722623,26,60.9,642.3,110,8,9
960,1533722922,26,60.8,644.9,114.8,8,9
961,1533723220,26,60.8,639.7,113.3,9,10
962,1533723519,26,60.7,639.7,109.5,9,10
963,1533723817,26,60.6,642.3,96.7,9,10
964,1533724116,26.1,60.7,639.7,104.9,9,10
965,1533724415,26.1,60.8,639.7,91.8,9,10
966,1533724714,26.1,61,639.7,102,9,10
967,1533725012,26,61.4,639.7,82.2,8,9
968,1533725311,26.1,61.6,641,95.1,8,9
969,1533725627,26.1,61.6,619.2,84.8,8,9
970,1533725924,26.1,61.7,624.3,74.5,8,9
971,1533726204,26.1,61.8,624.3,58.1,8,9
972,1533726503,26.1,62,626.9,51.9,8,9
973,1533726802,26,62.3,629.5,47,9,10
974,1533727117,26,62.6,639.7,33.3,9,10
975,1533727415,26,62.7,646.2,25,9,10
976,1533727712,26,62.7,642.3,25,9,10
977,1533727993,26,62.9,644.9,25,9,10
978,1533728291,25.9,63.3,644.9,25,9,10
979,1533728589,25.9,63.6,644.9,25,9,10
980,1533728888,25.8,63.8,642.3,25,9,10
981,1533729186,25.8,63.9,644.9,25,9,10
982,1533729486,25.8,63.9,642.3,25,9,10
983,1533729785,25.8,64.1,642.3,25,9,10
984,1533730082,25.7,64.2,642.3,25,9,10
985,1533730381,25.7,64.2,646.2,25.3,9,10
986,1533730680,25.8,64.3,644.9,27.7,9,10
987,1533730979,25.8,64.5,642.3,28.3,9,10
988,1533731277,25.9,64.8,642.3,49.8,9,10
989,1533731575,25.9,64.9,639.7,61.1,9,10
990,1533731875,25.9,64.5,639.7,73.8,9,10
991,1533732173,25.9,64.7,639.7,86.7,10,11
992,1533732477,25.9,64.9,637.2,99.1,10,11
993,1533732770,25.9,64.9,639.7,115.6,10,11
994,1533733069,25.9,64.6,637.2,116.3,10,11
995,1533733368,25.9,64.7,635.9,120,10,11
996,1533733666,25.9,64.7,621.8,126.3,10,11
997,1533733965,25.9,64.7,633.3,129.4,11,12
998,1533734263,25.9,64,624.3,133.5,11,12
999,1533734562,25.9,63.9,614.1,132,11,12
1000,1533734611,25.9,63.9,614.1,132,11,12
1001,1533734860,25.9,62.8,611.5,127.9,11,12
1002,1533735158,25.8,61.8,608.9,114.8,11,12
1003,1533735457,25.8,61.6,608.9,100.6,11,12
1004,1533735756,25.7,61.2,615.3,95.4,8,9
1005,1533736055,25.6,61.5,611.5,95.4,8,9
1006,1533736353,25.6,61.8,615.3,81.6,8,9
1007,1533736651,25.6,61.9,615.3,88.1,8,9
1008,1533736950,25.6,62.1,614.1,90.2,8,9
1009,1533737249,25.6,62.1,614.1,97,8,9
1010,1533737548,25.6,62.1,617.9,118.6,9,10
1011,1533737846,25.6,61.9,616.6,125.5,9,10
1012,1533738144,25.6,61.8,616.6,128.9,9,10
1013,1533738443,25.6,61.5,745.7,129.5,9,10
1014,1533738742,25.6,61.3,740.5,135.3,9,10
1015,1533739041,25.6,61.3,744.4,125.7,9,10
1016,1533739340,25.5,61.7,740.5,132.5,10,11
1017,1533739641,25.5,61.6,740.5,127.1,10,11
1018,1533740000,25.5,61.3,740.5,129.5,10,11
1019,1533740235,25.5,61.3,756.1,123.3,10,11
1020,1533740285,25.5,61.3,756.1,123.3,10,11
1021,1533740532,25.5,61.5,758.7,123.5,10,11
1022,1533740832,25.5,61.2,748.3,123.3,10,11
1023,1533741130,25.4,61.3,756.1,131.5,8,9
1024,1533741429,25.4,61.3,734,115,8,9
1025,1533741727,25.3,61.6,749.6,123.7,8,9
1026,1533742026,25.3,61.6,748.3,117.7,8,9
1027,1533742324,25.2,61.8,737.9,113.3,8,9
1028,1533742624,25.2,62.2,749.6,108.5,8,9
1029,1533742922,25.2,62.2,758.7,103.6,7,8
1030,1533743220,25.1,62,753.5,104.1,7,8
1031,1533743518,25.1,61.9,748.3,103.3,7,8
1032,1533743818,25.1,62.1,748.3,91.4,7,8
1033,1533744713,25,62,745.7,83.2,7,8
1034,1533744713,25,61.9,744.4,82.8,7,8
1035,1533744713,25,61.9,737.9,80.5,5,6
1036,1533745009,25,62,735.3,65.5,5,6
1037,1533886405,25.7,63.7,789.9,67.4,12,13
1038,1533886491,25.8,62.7,709.4,67.4,10,11
1039,1533886691,25.9,61.9,712,94.5,10,11
1040,1533886990,26,62.1,706.8,175.6,10,11
1041,1533887288,26,62.3,709.4,241.6,10,11
1042,1533887586,26.1,61.8,709.4,250,10,11
1043,1533887885,26.2,61.3,709.4,214.5,10,11
1044,1533888184,26.2,61.2,709.4,177.6,10,11
1045,1533888483,26.2,61.3,710.7,153,10,11
1046,1533888798,26.2,61.2,709.4,124.1,10,11
1047,1533889095,26.3,61.3,706.8,104.7,10,11
1048,1533889376,26.3,62.1,708.1,85,10,11
1049,1533889692,26.4,62.6,704.2,93.4,10,11
1050,1533889973,26.4,61.4,701.6,90.7,11,12
1051,1533890271,26.4,61.1,705.5,83.2,11,12
1052,1533890569,26.3,61.1,708.1,87.1,11,12
1053,1533890869,26.2,61.3,701.6,79.9,11,12
1054,1533891167,26.2,61.5,701.6,75.2,11,12
1055,1533891465,26.1,61.6,705.5,82.2,11,12
1056,1533891767,26,61.7,701.6,77.6,10,11
1057,1533892063,26,61.5,699.1,67.1,10,11
1058,1533892362,26,61.4,699.1,50.2,10,11
1059,1533892660,25.9,61.7,704.2,53.9,10,11
1060,1533892958,25.9,61.7,702.9,45.8,10,11
1061,1533893257,25.8,61.6,693.9,37.8,10,11
1062,1533893556,25.8,61.9,693.9,27,12,13
1063,1533893855,25.7,61.9,696.5,25,12,13
1064,1533894153,25.7,61.9,697.8,25,12,13
1065,1533894451,25.6,61.9,691.3,25,12,13
1066,1533894751,25.6,61.8,691.3,25.5,12,13
1067,1533895049,25.6,61.8,695.2,25,12,13
1068,1533895348,25.5,61.7,688.7,29.4,13,14
1069,1533895646,25.5,62.1,695.2,25,13,14
1070,1533895944,25.4,62.2,692.6,25,13,14
1071,1533896244,25.4,62.7,687.4,25,13,14
1072,1533896547,25.4,62.6,688.7,31,13,14
1073,1533896841,25.4,63.1,688.7,26.5,13,14
1074,1533897142,25.4,63.4,681,29.6,16,17
1075,1533897438,25.4,63.2,693.9,37.3,16,17
1076,1533897737,25.4,63.6,665.5,37.2,16,17
1077,1533898098,25.3,64.1,669.4,28.2,16,17
1078,1533898334,25.3,64.2,675.8,25,16,17
1079,1533898632,25.3,64.2,678.4,26.3,16,17
1080,1533898932,25.2,64.3,691.3,25,14,15
1081,1533899229,25.2,64.3,83.7,25,14,15
1082,1533899528,25.1,64.3,83.3,25,14,15
1083,1533899826,25.1,64.5,83.9,25,14,15
1084,1533900124,25,64.7,76.6,25,14,15
1085,1533900424,25,64.7,81.2,25,14,15
1086,1533900722,24.9,64.7,83.9,25,14,15
1087,1533901020,24.8,64.8,65.4,25,14,15
1088,1533901319,24.8,65,76.3,25,14,15
1089,1533901618,24.7,65,691.3,25,14,15
1090,1533901918,24.7,65.3,691.3,28.9,14,15
1091,1533902215,24.7,65.5,688.7,27.7,14,15
1092,1533902515,24.7,65.6,686.1,29.5,14,15
1093,1533902813,24.8,65.8,692.6,31.9,14,15
1094,1533903112,24.8,65.9,681,40.3,14,15
1095,1533903410,24.8,66.2,655.2,55.6,14,15
1096,1533903708,24.9,66,670.7,69,14,15
1097,1533904007,25,66.2,683.6,82.6,14,15
1098,1533904306,25,66.1,671.9,99,12,13
1099,1533904605,25,66.1,675.8,110,12,13
1100,1533904904,25,66,673.2,123.3,12,13
1101,1533905202,25.1,65.8,673.2,125.7,12,13
1102,1533905501,25.1,65.8,670.7,125,12,13
1103,1533905800,25.1,66.1,668.1,132.3,12,13
1104,1533906098,25.1,66.1,668.1,131.8,14,15
1105,1533906396,25.1,66,668.1,133.2,14,15
1106,1533906696,25.1,65.6,665.5,131.8,14,15
1107,1533906994,25.1,65.2,669.4,138.6,14,15
1108,1533907293,25.1,65,662.9,143.1,14,15
1109,1533907591,25.2,64.9,668.1,144.1,14,15
1110,1533907891,25.2,64.7,669.4,143.3,13,14
1111,1533908190,25.1,67.8,534.8,144.3,13,14
1112,1533908487,25.1,68.2,678.4,159.3,13,14
1113,1533908786,25,69,678.4,168.3,13,14
1114,1533909084,25,67.8,664.2,179.5,13,14
1115,1533909382,25,67.7,657.8,171.4,13,14
1116,1533909682,24.9,67.6,653.9,175.2,11,12
1117,1533909980,24.9,67.2,652.6,170.8,11,12
1118,1533910279,24.9,67.2,653.9,162.9,11,12
1119,1533910577,24.8,67.1,650,161.5,11,12
1120,1533910876,24.8,67.1,647.5,158.9,11,12
1121,1533911175,24.8,66.9,643.6,154.2,11,12
1122,1533911473,24.7,66.6,656.5,146.5,9,10
1123,1533911772,24.7,66.4,650,148,9,10
1124,1533912070,24.7,65.8,650,148.1,9,10
1125,1533912370,24.6,65.7,650,144.5,9,10
1126,1533912668,24.4,65.9,642.3,136.6,9,10
1127,1533912966,24.4,66.1,642.3,125.4,9,10
1128,1533913282,24.4,66.1,642.3,126.6,10,11
1129,1533913563,24.4,66,641,133.8,10,11
1130,1533913861,24.4,66.4,639.7,121.3,10,11
1131,1533914159,24.4,66.7,639.7,121.8,10,11
1132,1533914458,24.4,67.1,641,125.1,10,11
1133,1533914757,24.4,67.2,637.2,122.2,10,11
1134,1533915056,24.4,67.3,641,125.7,10,11
1135,1533915354,24.4,67.4,637.2,119.2,10,11
1136,1533915652,24.4,67.4,637.2,114.6,10,11
1137,1535535723,24.3,67.5,632,116.9,10,11
1138,1535535723,24.4,67.5,634.6,118.3,10,11
1139,1535535723,24.3,67.6,635.9,98.7,10,11
1140,1535535723,24.3,67.8,632,99.3,9,10
1141,1535535723,24.3,67.5,633.3,93.1,9,10
1142,1535535723,24.4,67.1,629.5,95.9,9,10
1143,1535535723,24.4,67,16.4,87.2,9,10
1144,1535535723,24.4,66.9,16,82.7,9,10
1145,1535535723,24.4,66.8,15.3,83.9,9,10
1146,1535535723,24.4,66.7,14.8,80.3,9,10
1147,1535535723,24.4,66.6,14,77,9,10
1148,1535535723,24.4,66.6,13.4,72.9,9,10
1149,1535535723,24.4,66.7,12.8,68.1,9,10
1150,1535535723,24.3,66.8,12.4,63.8,9,10
1151,1535535723,24.3,67,11.8,65.4,9,10
1152,1535535723,26.4,56.6,767.8,55.4,5,6
1153,1535535765,26.3,58,688.7,37.3,5,6
1154,1535535780,26.5,60.8,808.2,37.3,7,8
1155,1535536050,26.6,54.6,611.5,52.6,7,8
1156,1535536348,26.6,53.9,611.5,108,7,8
1157,1535536647,26.6,53.7,611.5,202.9,7,8
1158,1535536946,26.5,53.7,611.5,250.9,7,8
1159,1535537244,26.5,53.7,611.5,250,7,8
1160,1535537544,26.5,53.8,614.1,238.3,4,5
1161,1535537842,26.6,53.9,611.5,233.4,4,5
1162,1535538140,26.5,53.7,616.6,238.9,4,5
1163,1535538439,26.5,53.9,617.9,230.5,4,5
1164,1535538737,26.5,53.8,615.3,229.9,4,5
1165,1535539036,26.5,53.5,614.1,226.8,4,5
1166,1535539335,26.4,53.2,611.5,218.8,4,5
1167,1535539633,26.4,53.6,611.5,219.1,4,5
1168,1535539932,26.3,53.9,611.5,204.5,4,5
1169,1535540230,26.2,54.1,615.3,202.5,4,5
1170,1535540530,26.2,54.3,614.1,192.8,4,5
1171,1535540828,26.2,54.6,615.3,190.5,4,5
